ElevatingDevicesNumber,LocationoftheElevatingDevice,ElevatingDevicesLicenseNumber,LICENSESTATUS,LICENSEEXPIRYDATE,LICENSEHOLDER,LICENSEHOLDERACCOUNTNUMBER,LICENSEHOLDERADDRESS,BILLINGCUSTOMER,BILLINGADDRESS,BILLINGACCOUNT
12914,47 AUSTIN TERR  TORONTO M5R 1Y8 ON CA,241088,ACTIVE,19-Jan-17,THE SALVATION ARMY TORONTO GRACE HEALTH CENTRE,data redacted,47 AUSTIN TERR  TORONTO ON M5R 1Y8 CA,THE SALVATION ARMY TORONTO GRACE HEALTH CENTRE,"47 AUSTIN TERR  TORONTO, ON, M5R 1Y8, CA",data redacted
12915,47 AUSTIN TERR  TORONTO M5R 1Y8 ON CA,241087,ACTIVE,19-Jan-17,THE SALVATION ARMY TORONTO GRACE HEALTH CENTRE,data redacted,47 AUSTIN TERR  TORONTO ON M5R 1Y8 CA,THE SALVATION ARMY TORONTO GRACE HEALTH CENTRE,"47 AUSTIN TERR  TORONTO, ON, M5R 1Y8, CA",data redacted
12917,286 FINCH AVE W  WILLOWDALE M2R 1N1 ON CA,EDLIC-012917,ACTIVE,15-Apr-17,LENGOLD DEVELOPMENTS LIMITED,data redacted,239 SHEPPARD AVE E Suite 300 WILLOWDALE ON M2N 3A8 CA,LENGOLD DEVELOPMENTS LIMITED,"239 SHEPPARD AVE E Suite 300 WILLOWDALE, ON, M2N 3A8, CA",data redacted
12918,1254 YORK MILLS RD  DON MILLS M3A 1Y8 ON CA,EDLIC-012918,ACTIVE,15-Jun-17,DONVIEW PROPERTIES C/O BERKLEY PROPERTY MANAGEMENT INC,data redacted,1 LONGBRIDGE RD 2ND FLOOR THORNHILL ON L4J 1L4 CA,DONVIEW PROPERTIES C/O BERKLEY PROPERTY MANAGEMENT INC,"1 LONGBRIDGE RD 2ND FLOOR THORNHILL, ON, L4J 1L4, CA",data redacted
12919,1244 YORK MILLS RD  DON MILLS M3A 1Y7 ON CA,EDLIC-012919,ACTIVE,15-Jun-17,DONVIEW PROPERTIES C/O BERKLEY PROPERTY MANAGEMENT INC,data redacted,1 LONGBRIDGE RD 2ND FLOOR THORNHILL ON L4J 1L4 CA,DONVIEW PROPERTIES C/O BERKLEY PROPERTY MANAGEMENT INC,"1 LONGBRIDGE RD 2ND FLOOR THORNHILL, ON, L4J 1L4, CA",data redacted
12921,3905 BATHURST ST  TORONTO M3H 3N7 ON CA,210669,ACTIVE,06-May-17,IMH 3905 BATHURST LTD,data redacted,3905 BATHURST ST  TORONTO ON M3H 3N7 CA,IMH 3905 BATHURST LTD,"53 THE LINKS RD  TORONTO, ON, M2P 1T7, CA",data redacted
12922,1284 DANFORTH RD  SCARBOROUGH M1J 1E9 ON CA,EDLIC-012922,ACTIVE,15-Oct-17,WOOLLAND HOLDINGS LTD,data redacted,3625 DUFFERIN ST SUITE 503 DOWNSVIEW ON M3K 1N4 CA,WOOLLAND HOLDINGS LTD,"3625 DUFFERIN ST SUITE 503 DOWNSVIEW, ON, M3K 1N4, CA",data redacted
12923,1284 DANFORTH RD  SCARBOROUGH M1J 1E9 ON CA,EDLIC-012923,ACTIVE,15-Oct-17,WOOLLAND HOLDINGS LTD,data redacted,3625 DUFFERIN ST SUITE 503 DOWNSVIEW ON M3K 1N4 CA,WOOLLAND HOLDINGS LTD,"3625 DUFFERIN ST SUITE 503 DOWNSVIEW, ON, M3K 1N4, CA",data redacted
12924,50 CARROLL ST  TORONTO M4M 3G3 ON CA,EDLIC-012924,ACTIVE,15-Apr-17,SCOTT A MARTIN,data redacted,507 KING ST E  TORONTO ON M5A 1M3 CA,SCOTT A MARTIN,"50 CARROLL ST  TORONTO, ON, M4M 3G3, CA",data redacted
12925,3266 WESTON RD  WESTON M9M 2V2 ON CA,EDLIC-012925,ACTIVE,15-Mar-17,CORONADO COURT APARTMENTS LTD,data redacted,5799 YONGE ST Suite 1100 WILLOWDALE ON M2M 3V3 CA,CORONADO COURT APARTMENTS LTD,"5799 YONGE ST Suite 1100 WILLOWDALE, ON, M2M 3V3, CA",data redacted
12926,3286 WESTON RD  WESTON M9M 2V3 ON CA,EDLIC-012926,ACTIVE,15-Mar-17,CORONADO COURT APARTMENTS LTD,data redacted,5799 YONGE ST Suite 1100 WILLOWDALE ON M2M 3V3 CA,CORONADO COURT APARTMENTS LTD,"5799 YONGE ST Suite 1100 WILLOWDALE, ON, M2M 3V3, CA",data redacted
12929,1 MEADOWGLEN PL  SCARBOROUGH M1G 2V5 ON CA,EDLIC-012929,ACTIVE,15-Aug-17,BENLEIGH APARTMENTS LTD   C/O RAB PROPERTIES,data redacted,10 KODIAK CRES SUITE 200 TORONTO ON M3J 3G5 CA,BENLEIGH APARTMENTS LTD   C/O RAB PROPERTIES,"10 KODIAK CRES SUITE 200 TORONTO, ON, M3J 3G5, CA",data redacted
12931,426 QUEEN ST E  TORONTO M5A 1T4 ON CA,247812,ACTIVE,15-Oct-17,M T C C #1222,data redacted,500 CHAMPAGNE DR  TORONTO ON M3J 2T9 CA,M T C C #1222,"500 CHAMPAGNE DR  TORONTO, ON, M3J 2T9, CA",data redacted
12932,1275 DANFORTH AVE  TORONTO M4J 5B6 ON CA,EDLIC-012932,ACTIVE,15-Sep-17,TRUDELLE COURT APARTMENTS LTD,data redacted,1275 DANFORTH AVE  TORONTO ON M4J 5B6 CA,TRUDELLE COURT APARTMENTS LTD,"3520 PHARMACY AVE SUITE 1 SCARBOROUGH, ON, M1W 2T8, CA",data redacted
12933,1275 DANFORTH AVE  TORONTO M4J 5B6 ON CA,EDLIC-012933,ACTIVE,15-Sep-17,TRUDELLE COURT APARTMENTS LTD,data redacted,1275 DANFORTH AVE  TORONTO ON M4J 5B6 CA,TRUDELLE COURT APARTMENTS LTD,"3520 PHARMACY AVE SUITE 1 SCARBOROUGH, ON, M1W 2T8, CA",data redacted
12934,30 TRUDELLE ST  TORONTO M1J 1Z2 ON CA,EDLIC-012934,ACTIVE,15-Sep-17,TRUDELLE COURT APARTMENTS LTD,data redacted,1275 DANFORTH AVE  TORONTO ON M4J 5B6 CA,TRUDELLE COURT APARTMENTS LTD,"3520 PHARMACY AVE SUITE 1 SCARBOROUGH, ON, M1W 2T8, CA",data redacted
12936,1294 ISLINGTON AVE  ETOBICOKE M9A 3K2 ON CA,EDLIC-012936,ACTIVE,13-Sep-17,HOLLYBURN PROPERTIES (ALBERTA) LTD C/O HOLLYBURN PROPERTIES LTD,data redacted,20 PRINCE ARTHUR 1ST FLOOR TORONTO ON M5R 1B1 CA,HOLLYBURN PROPERTIES (ALBERTA) LTD C/O HOLLYBURN PROPERTIES LTD,"20 PRINCE ARTHUR 1ST FLOOR TORONTO, ON, M5R 1B1, CA",data redacted
12937,1294 ISLINGTON AVE  ETOBICOKE M9A 3K2 ON CA,237136,ACTIVE,25-Jul-17,HOLLYBURN PROPERTIES (ALBERTA) LTD C/O HOLLYBURN PROPERTIES LTD,data redacted,20 PRINCE ARTHUR 1ST FLOOR TORONTO ON M5R 1B1 CA,HOLLYBURN PROPERTIES (ALBERTA) LTD C/O HOLLYBURN PROPERTIES LTD,"20 PRINCE ARTHUR 1ST FLOOR TORONTO, ON, M5R 1B1, CA",data redacted
12938,1286 ISLINGTON AVE  ETOBICOKE M9A 3K1 ON CA,EDLIC-012938,ACTIVE,06-Jun-17,HOLLYBURN PROPERTIES (ALBERTA) LTD C/O HOLLYBURN PROPERTIES LTD,data redacted,20 PRINCE ARTHUR 1ST FLOOR TORONTO ON M5R 1B1 CA,HOLLYBURN PROPERTIES (ALBERTA) LTD C/O HOLLYBURN PROPERTIES LTD,"20 PRINCE ARTHUR 1ST FLOOR TORONTO, ON, M5R 1B1, CA",data redacted
12939,1286 ISLINGTON AVE  ETOBICOKE M9A 3K1 ON CA,EDLIC-012939,ACTIVE,14-Jul-17,HOLLYBURN PROPERTIES (ALBERTA) LTD C/O HOLLYBURN PROPERTIES LTD,data redacted,20 PRINCE ARTHUR 1ST FLOOR TORONTO ON M5R 1B1 CA,HOLLYBURN PROPERTIES (ALBERTA) LTD C/O HOLLYBURN PROPERTIES LTD,"20 PRINCE ARTHUR 1ST FLOOR TORONTO, ON, M5R 1B1, CA",data redacted
12940,39 RAGLAN AVE  TORONTO M6C 2K8 ON CA,EDLIC-012940,ACTIVE,15-Nov-17,39 RAGLAN AVENUE,data redacted,801 EGLINTON AVE W Suite 208 TORONTO ON M5N 1E3 CA,39 RAGLAN AVENUE,"801 EGLINTON AVE W Suite 208 TORONTO, ON, M5N 1E3, CA",data redacted
12941,39 RAGLAN AVE  TORONTO M6C 2K8 ON CA,EDLIC-012941,ACTIVE,15-Nov-17,39 RAGLAN AVENUE,data redacted,801 EGLINTON AVE W Suite 208 TORONTO ON M5N 1E3 CA,39 RAGLAN AVENUE,"801 EGLINTON AVE W Suite 208 TORONTO, ON, M5N 1E3, CA",data redacted
12943,2700 LAWRENCE AVE E  SCARBOROUGH M1P 2S5 ON CA,211422,ACTIVE,15-Jul-17,672278 ONTARIO LTD,data redacted,3280 BLOOR ST W CENTRE TOWER TORONTO ON M8X 2X3 CA,672278 ONTARIO LTD,"3280 BLOOR ST W CENTRE TOWER TORONTO, ON, M8X 2X3, CA",data redacted
12944,2702 LAWRENCE AVE E  SCARBOROUGH M1P 2S6 ON CA,EDLIC-012944,ACTIVE,10-Aug-17,672278 ONTARIO LTD,data redacted,3280 BLOOR ST W CENTRE TOWER TORONTO ON M8X 2X3 CA,672278 ONTARIO LTD,"3280 BLOOR ST W CENTRE TOWER TORONTO, ON, M8X 2X3, CA",data redacted
12946,276 SAINT GEORGE ST  TORONTO M5R 2P6 ON CA,EDLIC-012946,ACTIVE,15-Mar-17,1253871 ONTARIO INC C/O REYNAH PEREIRA PROPERTY MANAGEMENT,data redacted,55 ISABELLA ST E SUITE 105 TORONTO ON M4Y 1M8 CA,1253871 ONTARIO INC C/O REYNAH PEREIRA PROPERTY MANAGEMENT,"55 ISABELLA ST E SUITE 105 TORONTO, ON, M4Y 1M8, CA",data redacted
12947,276 SAINT GEORGE ST  TORONTO M5R 2P6 ON CA,EDLIC-012947,ACTIVE,15-Mar-17,1253871 ONTARIO INC C/O REYNAH PEREIRA PROPERTY MANAGEMENT,data redacted,55 ISABELLA ST E SUITE 105 TORONTO ON M4Y 1M8 CA,1253871 ONTARIO INC C/O REYNAH PEREIRA PROPERTY MANAGEMENT,"55 ISABELLA ST E SUITE 105 TORONTO, ON, M4Y 1M8, CA",data redacted
12948,2 TREEWOOD ST  SCARBOROUGH M1P 3J3 ON CA,EDLIC-012948,ACTIVE,15-Jul-17,MIDWOOD APARTMENTS LTD,data redacted,85 SPY COURT SUITE 100 MARKHAM ON L3R 4Z4 CA,MIDWOOD APARTMENTS LTD,"85 SPY COURT SUITE 100 MARKHAM, ON, L3R 4Z4, CA",data redacted
12949,2 TREEWOOD ST  SCARBOROUGH M1P 3J3 ON CA,EDLIC-012949,ACTIVE,03-Dec-16,MIDWOOD APARTMENTS LTD,data redacted,85 SPY COURT SUITE 100 MARKHAM ON L3R 4Z4 CA,MIDWOOD APARTMENTS LTD,"85 SPY COURT SUITE 100 MARKHAM, ON, L3R 4Z4, CA",data redacted
12950,15 TORONTO ST  TORONTO M5C 2E3 ON CA,EDLIC-012950,ACTIVE,15-Jun-17,15 TORONTO HOLDINGS LIMITED C/O MADISON PROPERTIES INC,data redacted,369 RIMROCK RD  TORONTO ON M3J 3G2 CA,15 TORONTO HOLDINGS LIMITED C/O MADISON PROPERTIES INC,"369 RIMROCK RD  TORONTO, ON, M3J 3G2, CA",data redacted
12951,15 TORONTO ST  TORONTO M5C 2E3 ON CA,EDLIC-012951,ACTIVE,24-Feb-17,15 TORONTO HOLDINGS LIMITED C/O MADISON PROPERTIES INC,data redacted,369 RIMROCK RD  TORONTO ON M3J 3G2 CA,15 TORONTO HOLDINGS LIMITED C/O MADISON PROPERTIES INC,"369 RIMROCK RD  TORONTO, ON, M3J 3G2, CA",data redacted
12953,3326 BLOOR ST W  ETOBICOKE M8X 1E8 ON CA,EDLIC-012953,CANCELLED_NOT_RENEWED,15-Jun-06,ROYAL CANADIAN LEGION BRANCH 210,data redacted,3326 BLOOR ST W  TORONTO ON M8X 1E8 CA,ROYAL CANADIAN LEGION BRANCH 210,"3326 BLOOR ST W  TORONTO, ON, M8X 1E8, CA",data redacted
12956,3700 WESTON RD  TORONTO M9L 2Z4 ON CA,230072,ACTIVE,15-Aug-17,RELCO INC IN TRUST,data redacted,7700 KEELE ST Suite 10 VAUGHAN ON L4K 2A1 CA,RELCO INC IN TRUST,"7700 KEELE ST Suite 10 VAUGHAN, ON, L4K 2A1, CA",data redacted
12969,156 ST GEORGE ST  TORONTO M5S 2G1 ON CA,EDLIC-012969,ACTIVE,15-Mar-17,ERNESCLIFF FOUNDATION,data redacted,156 ST GEORGE ST  TORONTO ON M5S 2G1 CA,ERNESCLIFF FOUNDATION,"156 ST GEORGE ST  TORONTO, ON, M5S 2G1, CA",data redacted
12970,4 TREEWOOD ST  SCARBOROUGH M1P 3J4 ON CA,214443,ACTIVE,14-Jul-17,NORTHLINK PROPERTIES TREEWOOD LTD,data redacted,4 TREEWOOD ST  SCARBOROUGH ON M1P 3J4 CA,NORTHLINK PROPERTIES TREEWOOD LTD,"200 KING ST W SUITE 1602 TORONTO, ON, M5H 3T4, CA",data redacted
12971,4 TREEWOOD ST  SCARBOROUGH M1P 3J4 ON CA,214444,ACTIVE,14-Jul-17,NORTHLINK PROPERTIES TREEWOOD LTD,data redacted,4 TREEWOOD ST  SCARBOROUGH ON M1P 3J4 CA,NORTHLINK PROPERTIES TREEWOOD LTD,"200 KING ST W SUITE 1602 TORONTO, ON, M5H 3T4, CA",data redacted
12973,1482 BATHURST ST  TORONTO M5P 3H1 ON CA,EDLIC-012973,ACTIVE,15-Nov-17,OSSTF PROPERTIES INC,data redacted,1482 BATHURST ST Suite 300 TORONTO ON M5P 3H1 CA,OSSTF PROPERTIES INC,"1482 BATHURST ST Suite 300 TORONTO, ON, M5P 3H1, CA",data redacted
12975,980 YONGE ST  TORONTO M4W 3V8 ON CA,EDLIC-012975,ACTIVE,10-Jul-17,MTCC #1173 O/A THE RAMSDEN,data redacted,1240 BAY ST SUITE 601 TORONTO ON M5R 2A7 CA,MTCC #1173 O/A THE RAMSDEN,"1240 BAY ST SUITE 601 TORONTO, ON, M5R 2A7, CA",data redacted
12976,980 YONGE ST  TORONTO M4W 3V8 ON CA,EDLIC-012976,ACTIVE,26-Nov-17,MTCC #1173 O/A THE RAMSDEN,data redacted,1240 BAY ST SUITE 601 TORONTO ON M5R 2A7 CA,MTCC #1173 O/A THE RAMSDEN,"1240 BAY ST SUITE 601 TORONTO, ON, M5R 2A7, CA",data redacted
12978,320 SEATON ST  TORONTO M5A 2T7 ON CA,EDLIC-012978,ACTIVE,15-Sep-17,TORONTO COMMUNITY HOUSING CORPORATION,data redacted,35 CARL HALL RD SUITE 4 TORONTO ON M3K 2B6 CA,TORONTO COMMUNITY HOUSING CORPORATION,"35 CARL HALL RD SUITE 4 TORONTO, ON, M3K 2B6, CA",data redacted
12983,2150 LAKESHORE BLVD W  TORONTO M8V 1A3 ON CA,200803,CANCELLED_NOT_RENEWED,15-Oct-15,MONDELEZ CANADA INC,data redacted,2150 LAKESHORE BLVD W  TORONTO ON M8V 1A3 CA,MONDELEZ CANADA INC,"2150 LAKESHORE BLVD W  TORONTO, ON, M8V 1A3, CA",data redacted
12984,2920 LAWRENCE AV E  SCARBOROUGH M1P 2T8 ON CA,EDLIC-012984,ACTIVE,01-Jan-17,CITY OF TORONTO,data redacted,55 JOHN ST 14TH FL METRO HALL TORONTO ON M5V 3C6 CA,CITY OF TORONTO,"55 JOHN ST 14TH FL METRO HALL TORONTO, ON, M5V 3C6, CA",data redacted
12986,71 TALARA DR  WILLOWDALE M2K 1A3 ON CA,216648,ACTIVE,15-Sep-17,FOUR PALMS INVESTMENTS LTD C/O SIGNET GROUP INC.,data redacted,1858 AVENUE RD SUITE 100 TORONTO ON M5M 3Z5 CA,FOUR PALMS INVESTMENTS LTD C/O SIGNET GROUP INC.,"1858 AVENUE RD SUITE 100 TORONTO, ON, M5M 3Z5, CA",data redacted
12988,836 YONGE ST  TORONTO M4W 2H1 ON CA,EDLIC-012988,CANCELLED_NOT_RENEWED,15-Oct-83,TECH HIFI,data redacted,836 YONGE ST  TORONTO ON M4W 2H1 CA,TECH HIFI,"836 YONGE ST  TORONTO, ON, M4W 2H1, CA",data redacted
12989,1780 LAWRENCE AV E  SCARBOROUGH M1R 2Y2 ON CA,EDLIC-012989,ACTIVE,15-Sep-17,MONTEREY PARK CORPORATION,data redacted,1002 LAWRENCE AVE E UNIT 101 TORONTO ON M3C 1R4 CA,MONTEREY PARK CORPORATION,"1002 LAWRENCE AVE E UNIT 101 TORONTO, ON, M3C 1R4, CA",data redacted
12990,1790 LAWRENCE AV E  SCARBOROUGH M1R 2Y2 ON CA,EDLIC-012990,ACTIVE,15-Jul-17,J ULRICH SR & JR,data redacted,1790 LAWRENCE AVE E Suite 101 SCARBOROUGH ON M1R 2Y2 CA,J ULRICH SR & JR,"1790 LAWRENCE AVE E Suite 101 SCARBOROUGH, ON, M1R 2Y2, CA",data redacted
12991,151 EGLINTON AVE W  TORONTO M4R 1A6 ON CA,231574,ACTIVE,22-Aug-17,2311785 ONTARIO LIMITED,data redacted,151 EGLINTON AVE W  TORONTO ON M4R 1A6 CA,2311785 ONTARIO LIMITED,"151 EGLINTON AVE W  TORONTO, ON, M4R 1A6, CA",data redacted
12992,2260 LAWRENCE AV E  SCARBOROUGH M1P 2P9 ON CA,EDLIC-012992,ACTIVE,15-Dec-16,DR GODFREY FIORINI,data redacted,1240 BRITANNIA RD W  MISSISSAUGA ON L5V 2V9 CA,DR GODFREY FIORINI,"1240 BRITANNIA RD W  MISSISSAUGA, ON, L5V 2V9, CA",data redacted
12993,60 GULLIVER RD  TORONTO M6M 2M6 ON CA,EDLIC-012993,CANCELLED_NOT_RENEWED,15-Dec-98,ELIZABETH CZEGEL,data redacted,60 GULLIVER RD APT 105 TORONTO ON M6M 2M6 CA,ELIZABETH CZEGEL,"60 GULLIVER RD APT 105 TORONTO, ON, M6M 2M6, CA",data redacted
12999,893 KENNEDY RD  SCARBOROUGH M1K 2G2 ON CA,EDLIC-012999,ACTIVE,23-Jun-17,PLAZA INVESTMENT CO. LIMITED,data redacted,"85 SPY CRT,  SUITE 100  MARKHAM ON L3R 4Z4 CA",PLAZA INVESTMENT CO. LIMITED,"85 SPY CRT,  SUITE 100  MARKHAM, ON, L3R 4Z4, CA",data redacted
13,111 WELLESLEY ST W  TORONTO M7A 1A2 ON CA,EDLIC-000013,ACTIVE,15-Apr-17,LEGISLATIVE ASSEMBLY OF ONTARIO ATTN:  JOHN EDELMAN,data redacted,99 WELLESLEY ST W WHITNEY BLOCK  ROOM 2540 TORONTO ON M7A 1A2 CA,LEGISLATIVE ASSEMBLY OF ONTARIO ATTN:  JOHN EDELMAN,"99 WELLESLEY ST W WHITNEY BLOCK  ROOM 2540 TORONTO, ON, M7A 1A2, CA",data redacted
1300,SULPHITE SCREEN ROOM  KAPUSKASING P5N 2Y2 ON CA,EDLIC-001300,ACTIVE,15-Oct-17,TEMBEC ENTERPRISES INC,data redacted,P O BOX 100  KAPUSKASING ON P5N 2Y2 CA,TEMBEC ENTERPRISES INC,"P O BOX 100  KAPUSKASING, ON, P5N 2Y2, CA",data redacted
13000,893 KENNEDY RD  SCARBOROUGH M1K 2G2 ON CA,249416,ACTIVE,28-Jul-17,PLAZA INVESTMENT CO. LIMITED,data redacted,"85 SPY CRT,  SUITE 100  MARKHAM ON L3R 4Z4 CA",PLAZA INVESTMENT CO. LIMITED,"85 SPY CRT,  SUITE 100  MARKHAM, ON, L3R 4Z4, CA",data redacted
13001,1 BRIMLEY RD  SCARBOROUGH M1M 3H4 ON CA,196030,ACTIVE,08-Jul-17,BRIMLEY APTS INC,data redacted,102-2929  BATHURST ST  TORONTO ON M6B 3A7 CA,BRIMLEY APTS INC,"102-2929  BATHURST ST  TORONTO, ON, M6B 3A7, CA",data redacted
13002,225 WILSON AVE  TORONTO M5M 3B2 ON CA,228526,ACTIVE,08-May-17,LANYS PROPERTIES INC,data redacted,589 MIDDLEFIELD RD UNIT 26 SCARBOROUGH ON M1V 4Y6 CA,LANYS PROPERTIES INC,"589 MIDDLEFIELD RD UNIT 26 SCARBOROUGH, ON, M1V 4Y6, CA",data redacted
13003,137 LINDY LOU RD  WESTON M9M 2B5 ON CA,EDLIC-013003,ACTIVE,15-Oct-17,BENVILLE COURT APARTMENTS C/O PARKWAY REALTY LTD,data redacted,2828 BATHURST ST SUITE 600 TORONTO ON M6B 3A7 CA,BENVILLE COURT APARTMENTS C/O PARKWAY REALTY LTD,"2828 BATHURST ST SUITE 600 TORONTO, ON, M6B 3A7, CA",data redacted
13004,137 LINDY LOU RD  WESTON M9M 2B5 ON CA,EDLIC-013004,ACTIVE,15-Oct-17,BENVILLE COURT APARTMENTS C/O PARKWAY REALTY LTD,data redacted,2828 BATHURST ST SUITE 600 TORONTO ON M6B 3A7 CA,BENVILLE COURT APARTMENTS C/O PARKWAY REALTY LTD,"2828 BATHURST ST SUITE 600 TORONTO, ON, M6B 3A7, CA",data redacted
13005,2441 FINCH AVE W  WESTON M9M 2E6 ON CA,EDLIC-013005,ACTIVE,15-Oct-17,BENVILLE COURT APARTMENTS,data redacted,2828 BATHURST ST SUITE 600 TORONTO ON M6B 3A7 CA,BENVILLE COURT APARTMENTS,"2828 BATHURST ST SUITE 600 TORONTO, ON, M6B 3A7, CA",data redacted
13006,2441 FINCH AVE W  WESTON M9M 2E6 ON CA,EDLIC-013006,ACTIVE,15-Oct-17,BENVILLE COURT APARTMENTS,data redacted,2828 BATHURST ST SUITE 600 TORONTO ON M6B 3A7 CA,BENVILLE COURT APARTMENTS,"2828 BATHURST ST SUITE 600 TORONTO, ON, M6B 3A7, CA",data redacted
13007,2329 KIPLING AVE  ETOBICOKE M9W 4L7 ON CA,EDLIC-013007,ACTIVE,15-Oct-17,STONE CAMP HOLDINGS LTD.,data redacted,250 CONSUMERS ROAD Suite 809 TORONTO ON M2J 4V6 CA,STONE CAMP HOLDINGS LTD.,"250 CONSUMERS ROAD Suite 809 TORONTO, ON, M2J 4V6, CA",data redacted
13008,3328 WESTON RD  WESTON M9M 2V1 ON CA,EDLIC-013008,ACTIVE,15-Mar-17,PARK RIDGE APARTMENTS,data redacted,4979 BATHURST ST MAIN FLR PROPERTY MANAGEMENT WILLOWDALE ON M2R 1Y4 CA,PARK RIDGE APARTMENTS,"4979 BATHURST ST MAIN FLR PROPERTY MANAGEMENT WILLOWDALE, ON, M2R 1Y4, CA",data redacted
13009,3330 WESTON RD  WESTON M9M 2V5 ON CA,EDLIC-013009,ACTIVE,15-Mar-17,PARK RIDGE APARTMENTS,data redacted,4979 BATHURST ST MAIN FLR PROPERTY MANAGEMENT WILLOWDALE ON M2R 1Y4 CA,PARK RIDGE APARTMENTS,"4979 BATHURST ST MAIN FLR PROPERTY MANAGEMENT WILLOWDALE, ON, M2R 1Y4, CA",data redacted
13010,5 HILL HEIGHTS RD  TORONTO M8Y 1Y9 ON CA,EDLIC-013010,ACTIVE,15-Jun-17,GIDEON A. SHALLOW,data redacted,2359 GLENGARRY RD  MISSISSAUGA ON L5C 1Y1 CA,GIDEON A. SHALLOW,"2359 GLENGARRY RD  MISSISSAUGA, ON, L5C 1Y1, CA",data redacted
13011,2110 KEELE ST  TORONTO M6M 3Z2 ON CA,EDLIC-013011,ACTIVE,15-Jan-17,BOMBAY COURT LTD,data redacted,"85 SPY CRT,  SUITE 100  MARKHAM ON L3R 4Z4 CA",BOMBAY COURT LTD,"85 SPY CRT,  SUITE 100  MARKHAM, ON, L3R 4Z4, CA",data redacted
13012,2110 KEELE ST  TORONTO M6M 3Z2 ON CA,EDLIC-013012,ACTIVE,15-Jan-17,BOMBAY COURT LTD,data redacted,"85 SPY CRT,  SUITE 100  MARKHAM ON L3R 4Z4 CA",BOMBAY COURT LTD,"85 SPY CRT,  SUITE 100  MARKHAM, ON, L3R 4Z4, CA",data redacted
13013,24 PINEHILL CRES  TORONTO M6M 2B6 ON CA,EDLIC-013013,ACTIVE,15-Jul-17,AUTUMN VIEW INVESTMENTS LIMITED,data redacted,281 GILMOUR AVE  TORONTO ON M6P 3B6 CA,AUTUMN VIEW INVESTMENTS LIMITED,"281 GILMOUR AVE  TORONTO, ON, M6P 3B6, CA",data redacted
13014,851 MOUNT PLEASANT RD NORTHERN SS TORONTO M4P 2L5 ON CA,EDLIC-013014,ACTIVE,01-Sep-17,TORONTO DISTRICT SCHOOL BOARD,data redacted,52 MCGRISKIN RD 2ND FLOOR TORONTO ON M1S 5C5 CA,TORONTO DISTRICT SCHOOL BOARD,"52 MCGRISKIN RD 2ND FLOOR TORONTO, ON, M1S 5C5, CA",data redacted
13015,2275 BAYVIEW AVE  TORONTO M4N 3M6 ON CA,EDLIC-013015,ACTIVE,30-Apr-17,YORK UNIVERSITY - GLENDON,data redacted,4700 KEELE ST ROOM 1080-PHYSICAL RESOURCES BLDG TORONTO ON M3J 1P3 CA,YORK UNIVERSITY - GLENDON,"4700 KEELE ST ROOM 1080-PHYSICAL RESOURCES BLDG TORONTO, ON, M3J 1P3, CA",data redacted
13016,285 CUMMER AV  WILLOWDALE M2M 2G1 ON CA,EDLIC-013016,ACTIVE,15-Dec-16,SUNNYBROOK HEALTH SCIENCES CENTRE.,data redacted,285 CUMMER AVE  TORONTO ON M2M 2G1 CA,SUNNYBROOK HEALTH SCIENCES CENTRE.,"285 CUMMER AVE  TORONTO, ON, M2M 2G1, CA",data redacted
13017,1765 LAWRENCE AVE E  SCARBOROUGH M1R 2X8 ON CA,EDLIC-013017,ACTIVE,15-Nov-17,TOWNLEY APARTMENTS,data redacted,1765 LAWRENCE AVE E Suite 105 SCARBOROUGH ON M1R 2X8 CA,TOWNLEY APARTMENTS,"1765 LAWRENCE AVE E Suite 105 SCARBOROUGH, ON, M1R 2X8, CA",data redacted
13018,1765 LAWRENCE AVE E  SCARBOROUGH M1R 2X8 ON CA,EDLIC-013018,ACTIVE,15-Nov-17,TOWNLEY APARTMENTS,data redacted,1765 LAWRENCE AVE E Suite 105 SCARBOROUGH ON M1R 2X8 CA,TOWNLEY APARTMENTS,"1765 LAWRENCE AVE E Suite 105 SCARBOROUGH, ON, M1R 2X8, CA",data redacted
13019,230 COLLEGE ST  TORONTO M5S 3E5 ON CA,EDLIC-013019,ACTIVE,15-Jul-17,UNIVERSITY OF TORONTO FACILITIES & SERVICES,data redacted,255 MCCAUL ST 4TH FLOOR TORONTO ON M5T 1W7 CA,UNIVERSITY OF TORONTO FACILITIES & SERVICES,"255 MCCAUL ST 4TH FLOOR TORONTO, ON, M5T 1W7, CA",data redacted
13020,315 OSLER ST CARLETON VILLAGE JR.& SR.P.S. TORONTO M6N 2Z4 ON CA,EDLIC-013020,ACTIVE,01-Sep-17,TORONTO DISTRICT SCHOOL BOARD,data redacted,52 MCGRISKIN RD 2ND FLOOR TORONTO ON M1S 5C5 CA,TORONTO DISTRICT SCHOOL BOARD,"52 MCGRISKIN RD 2ND FLOOR TORONTO, ON, M1S 5C5, CA",data redacted
13021,3121 EGLINTON AVE E  SCARBOROUGH M1J 2G5 ON CA,234999,ACTIVE,08-Sep-17,DARBY HALL REALTY LTD,data redacted,7941 JANE ST SUITE 200 CONCORD ON L4K 4L6 CA,DARBY HALL REALTY LTD,"7941 JANE ST SUITE 200 CONCORD, ON, L4K 4L6, CA",data redacted
